151.14171,150.8155,148.86096,148.04813,152.80214,152.19519,150.63368,149.54279,154.67647,153.93582,152.42245,150.82086,154.27272,153.79411,152.63368,151.19519
119.221275,125.14043,132.94469,141.76596,116.36596,122.489365,132.27234,140.78723,115.96596,121.44681,129.65532,138.22978,117.42128,122.931915,130.24681,137.5702
148.25757,144.7096,141.32828,137.92424,146.66919,142.94444,139.03282,136.42929,145.41414,142.17677,139.61363,137.24243,145.41162,143.20454,141.05807,138.7803
164.61386,163.9604,163.39275,163.13531,166.56766,166.43895,165.67987,165.19472,167.92409,168.0231,167.70627,166.93399,169.1056,169.25082,169.16171,167.67987
55.02439,52.73171,52.189026,55.621952,57.189026,55.164635,54.737804,58.51829,65.62805,63.92683,63.012196,64.13415,84.04878,85.19512,84.493904,85.47561
115.9009,115.45946,116.79279,117.954956,101.64865,99.87387,101.54054,104.57658,101.0,99.189186,100.27027,103.072075,139.6036,142.58559,141.21622,139.67567
169.88289,154.75676,143.94595,121.51351,170.43243,155.7027,145.33333,120.432434,168.07207,153.63963,142.8018,119.072075,165.991,153.62163,143.67567,122.84685
76.78022,74.98901,75.51649,81.21978,91.56044,89.64835,90.07692,93.68132,125.12088,126.20879,123.74725,120.16483,136.67033,136.38461,134.7033,128.6044
138.46497,149.6051,159.96815,167.90446,138.31847,151.8535,163.33759,171.3121,139.96815,155.26752,166.12102,172.06369,142.6688,157.28026,165.95541,170.42676
86.04124,95.051544,112.80412,131.18556,89.02062,101.360825,119.15464,138.03093,96.56701,111.5567,127.95876,144.51546,110.92783,122.515465,135.64949,147.05154
87.8136,86.541565,86.53149,88.125946,86.97481,85.91184,85.83879,87.50378,87.032745,86.42317,87.06297,88.18136,88.94962,89.00252,90.060455,90.71789
84.6943,89.450775,97.585495,108.398964,86.3886,89.87047,99.21243,110.24352,92.549225,95.67358,102.06218,109.64249,100.331604,101.528496,105.35233,109.72539
113.704765,112.40952,113.08572,117.209526,114.933334,112.99048,113.98095,117.59048,152.5238,154.93333,154.2,151.81905,155.60953,158.48572,157.95238,155.20952
117.42941,105.60588,96.70588,91.05882,119.90588,105.92353,93.2,85.38824,117.988235,104.71764,93.64706,86.26471,112.27059,100.34706,90.12941,84.088234
138.17857,124.65476,107.0,95.17857,143.75,127.833336,102.46429,88.86905,144.29762,128.59525,102.32143,86.79762,138.55952,123.63095,105.39286,92.333336
111.815216,110.815216,108.17391,108.152176,138.86957,141.58696,140.44565,134.66304,140.93478,143.52174,142.35869,136.64131,108.0,106.28261,106.347824,106.684784
115.78347,115.91736,116.46116,117.07768,115.431404,115.76363,116.47934,117.30744,115.87934,116.28925,117.06446,117.71075,116.145454,116.78677,117.56694,118.30413
103.08464,103.75235,103.75235,102.67398,100.329155,100.66457,100.965515,100.454544,93.85893,93.87775,94.57367,95.20063,90.902824,90.30408,91.36364,92.050156
142.33824,134.44118,121.98529,117.661766,145.04411,136.26471,120.710785,115.9902,147.68137,139.85785,121.76471,115.90196,149.10294,142.2304,128.09314,121.39706
90.30114,87.931816,85.33523,86.96591,95.392044,90.255684,87.32386,86.693184,103.693184,98.505684,95.67614,93.22727,117.97159,114.380684,111.72727,106.4375
135.24211,134.3579,135.58948,135.18947,135.4842,134.44211,135.5158,135.73685,136.67369,136.11578,137.42105,137.41052,174.71579,176.42105,175.6,173.62105
117.209526,130.25714,153.73334,163.18095,115.96191,129.84763,157.01904,167.6762,115.78095,128.4381,155.29524,167.13333,120.0,130.05714,152.35239,163.5238
161.23412,162.72575,164.16054,165.05351,159.68896,160.35786,161.65552,162.49832,157.59866,158.0669,159.63211,160.6455,157.16722,156.92976,158.73914,158.89632
151.96527,156.04861,156.11806,156.38889,144.24306,148.15973,150.45139,152.56944,124.361115,125.486115,133.03473,137.81944,114.19444,115.72222,124.25694,131.40973
130.76068,134.01709,132.44444,127.40171,131.4701,134.64957,133.39316,128.20512,92.48718,88.71795,85.273506,85.78632,89.30769,84.40171,81.4188,81.61539
135.37837,138.28828,137.44144,131.9009,102.64865,99.18018,98.78378,100.26126,100.85586,98.21622,97.89189,99.48649,92.558556,89.38739,88.23424,91.78378
126.985916,120.72535,117.52817,115.556335,128.5493,129.34508,130.2817,128.45775,127.15493,134.19719,142.21127,143.76056,127.21831,138.11267,148.21127,150.8662
133.28897,133.81178,133.57985,133.41444,133.0133,133.20723,132.79277,132.97339,133.0076,132.95627,132.6464,132.68631,133.5019,133.1597,132.6654,132.72243
106.34545,111.61212,118.64848,123.19394,99.2303,107.15151,116.28485,123.26667,88.75152,96.38182,107.96364,116.89697,86.7697,94.50303,104.58182,113.03636
91.16936,81.008064,67.95968,66.44355,96.76613,84.33064,68.935486,64.379036,107.314514,93.05645,75.54032,68.451614,111.870964,98.96774,82.19355,73.83064
123.03797,105.50633,92.78481,84.67088,136.89873,122.8481,106.81013,93.63291,135.3038,128.41772,119.303795,109.18987,140.8481,146.0633,140.18988,134.51898
103.95614,101.04386,96.07895,96.210526,101.5,98.90351,95.570175,97.13158,115.07895,117.833336,125.26316,125.13158,114.2807,116.79825,125.307014,126.18421
179.71312,179.51093,179.33606,179.3306,179.70493,179.54099,179.24043,179.2377,179.49454,179.30602,179.07104,178.92896,179.25684,179.33606,178.91257,178.8306
187.37778,189.60556,190.83333,191.58333,187.5,189.89444,191.3,192.30556,188.55,190.86111,192.16112,192.81111,188.61111,190.94444,192.38333,193.07222
171.70787,173.49438,172.94382,172.53932,178.53932,180.55057,179.88763,177.97752,178.39326,179.89888,180.06741,177.70787,136.50562,133.46068,135.20224,135.37079
178.05385,180.63077,180.0923,176.0923,174.46924,177.36154,176.49231,173.04616,164.8,166.2,166.33076,165.32307,160.78462,161.8,161.50769,162.13077
125.81975,124.94357,124.159874,123.302505,126.25392,125.3699,124.434166,123.47806,125.39342,124.28526,123.92163,123.02665,125.78056,124.23197,123.70533,123.034485
104.507614,104.78172,105.83249,104.50254,91.304565,90.09644,89.92893,89.96954,77.94924,75.55837,76.21828,78.59898,70.74619,67.15228,66.456856,69.12691
118.19697,138.31818,151.43939,155.59091,96.28788,119.30303,142.57576,153.60606,89.27273,108.954544,134.12122,149.78787,85.34849,95.757576,117.045456,133.87878
181.31783,177.86046,170.35658,162.6124,183.08527,178.969,170.6124,161.70543,183.28682,179.15504,171.42636,162.8372,181.67442,177.48837,170.93799,163.18605
197.23729,198.95763,198.94067,196.73729,197.8983,199.5,199.21187,196.79662,198.49153,199.90678,199.57628,196.5678,198.14407,199.16101,198.44067,195.27966
171.50354,171.66667,172.35461,173.58156,172.69148,172.54965,173.13121,174.08511,174.01064,174.13475,174.3227,175.16312,174.65602,174.93617,174.31915,174.7766
55.8,53.846428,53.164288,53.442856,53.732143,51.392857,51.482143,51.91786,53.325,51.664288,51.735714,52.557144,57.317856,54.91786,54.685715,55.603573
65.12429,69.36723,77.666664,83.29944,59.892654,63.627117,71.53672,77.71186,56.536724,58.463276,64.12429,69.118645,53.76836,54.22034,57.734463,62.638416
159.61111,164.47917,164.375,161.81944,151.36806,157.10417,160.08333,160.77777,138.02083,143.13194,148.90277,155.4375,132.51389,136.9375,144.95833,153.64583
122.18868,119.471695,118.9434,120.886795,149.0629,148.88051,147.77359,145.35849,154.83018,154.99371,152.26414,149.27045,155.8868,156.0629,152.79874,148.28302
146.83684,144.10527,142.83157,143.4842,154.5158,153.0,152.11578,151.73685,166.63684,168.42632,168.54736,166.60527,169.12631,170.91052,171.48947,169.2
132.59683,137.3873,143.58412,148.4381,134.5873,139.46666,145.96507,150.92381,138.53015,142.79366,147.43492,151.51428,139.13968,142.53969,145.8254,149.35239
128.71333,135.60667,139.18666,140.34666,122.94,129.68666,133.34,135.75333,110.706665,114.52,115.3,120.14,102.706665,103.08,103.58667,108.86
107.96667,106.55476,107.11667,107.60476,109.10238,107.24524,107.15476,107.12143,110.0,108.47381,107.15476,106.459526,110.169044,108.671425,106.916664,106.295235
59.883335,60.35,61.175,66.025,66.625,68.60833,70.01667,74.36667,87.4,91.7,94.39167,98.01667,101.05,107.50833,113.083336,116.833336
150.28261,148.42029,144.8116,139.02174,145.28986,139.9855,133.24638,126.615944,136.02174,125.77536,117.978264,111.971016,121.884056,111.55797,103.55797,100.166664
39.39007,35.205673,35.858154,38.957447,37.695034,33.921986,34.16312,36.48936,36.1844,32.02128,32.35461,34.65248,38.31915,34.957447,35.03546,37.8156
134.37727,129.09546,120.740906,112.068184,128.39091,123.03636,114.413635,106.781815,120.34545,115.70909,111.15455,106.88636,113.19091,110.163635,107.472725,107.318184
156.12418,159.0,156.66667,154.71895,156.46405,156.66667,150.58824,146.13072,152.32027,148.60785,138.73203,133.26144,139.45097,132.71895,123.77778,118.6732
75.924416,75.691864,75.57268,76.700584,75.889534,75.88081,76.06977,77.45349,75.7936,76.31104,77.084305,78.50581,74.31977,74.639534,74.86628,76.43604
104.36628,105.13372,109.441864,111.30232,113.91279,115.03488,117.35465,118.13372,128.7093,128.01744,126.06396,121.99419,136.68605,135.0407,129.25,123.889534
